Date,Open,High,Low,Close,Adj Close,Volume,FedRate,CPI,Confirmed,Deaths,Active,Ticker
2023-02-25,23200.125,23210.2109375,22861.55859375,23175.375,23175.375,16100721565,4.58,301.509,103381157.0,1119587.0,102261570.0,BTC-USD
2023-02-26,23174.150390625,23654.3671875,23084.220703125,23561.212890625,23561.212890625,16644534842,4.58,301.509,103382763.0,1119588.0,102263175.0,BTC-USD
2023-02-27,23561.451171875,23857.890625,23205.87890625,23522.87109375,23522.87109375,22660763494,4.57,301.509,103399827.0,1119582.0,102280245.0,BTC-USD
2023-02-28,23521.837890625,23585.384765625,23077.650390625,23147.353515625,23147.353515625,20535363434,4.57,301.509,103443455.0,1119917.0,102323538.0,BTC-USD
2023-03-01,23150.9296875,23880.6328125,23088.626953125,23646.55078125,23646.55078125,24662841200,4.58,301.744,103533872.0,1120897.0,102412975.0,BTC-USD
2023-03-02,23647.01953125,23739.138671875,23245.021484375,23475.466796875,23475.466796875,20386398516,4.57,301.744,103589757.0,1121658.0,102468099.0,BTC-USD
2023-03-03,23476.6328125,23479.34765625,22213.23828125,22362.6796875,22362.6796875,26062404610,4.57,301.744,103648690.0,1122165.0,102526525.0,BTC-USD
2023-03-04,22362.923828125,22405.177734375,22198.98046875,22353.349609375,22353.349609375,11166012913,4.57,301.744,103650837.0,1122172.0,102528665.0,BTC-USD
2023-03-05,22354.14453125,22613.685546875,22307.142578125,22435.513671875,22435.513671875,13317001733,4.57,301.744,103646975.0,1122134.0,102524841.0,BTC-USD
2023-03-06,22436.81640625,22584.29296875,22331.314453125,22429.7578125,22429.7578125,17353192895,4.57,301.744,103655539.0,1122181.0,102533358.0,BTC-USD
2023-03-07,22428.322265625,22527.41796875,22011.26171875,22219.76953125,22219.76953125,22765452204,4.57,301.744,103690910.0,1122516.0,102568394.0,BTC-USD
2023-03-08,22216.44140625,22268.896484375,21708.05078125,21718.080078125,21718.080078125,22536575684,4.57,301.744,103755771.0,1123246.0,102632525.0,BTC-USD
2023-03-09,21720.080078125,21802.716796875,20210.306640625,20363.021484375,20363.021484375,30364664171,4.57,301.744,103802702.0,1123836.0,102678866.0,BTC-USD
2023-03-10,20367.001953125,20370.595703125,19628.25390625,20187.244140625,20187.244140625,39578257695,4.57,301.744,103802702.0,1123836.0,102678866.0,BTC-USD
2023-03-11,20187.876953125,20792.525390625,20068.66015625,20632.41015625,20632.41015625,30180288176,4.57,301.744,103802702.0,1123836.0,102678866.0,BTC-USD
2023-03-12,20628.029296875,22185.03125,20448.806640625,22163.94921875,22163.94921875,29279035521,4.57,301.744,103802702.0,1123836.0,102678866.0,BTC-USD
2023-03-13,22156.40625,24550.837890625,21918.19921875,24197.533203125,24197.533203125,49466362688,4.58,301.744,103802702.0,1123836.0,102678866.0,BTC-USD
2023-03-14,24201.765625,26514.716796875,24081.18359375,24746.07421875,24746.07421875,54622230164,4.58,301.744,103802702.0,1123836.0,102678866.0,BTC-USD
2023-03-15,24770.92578125,25240.615234375,23964.91015625,24375.9609375,24375.9609375,43655701450,4.58,301.744,103802702.0,1123836.0,102678866.0,BTC-USD
2023-03-16,24373.45703125,25190.326171875,24225.111328125,25052.7890625,25052.7890625,33866061747,4.58,301.744,103802702.0,1123836.0,102678866.0,BTC-USD
2023-03-17,25055.123046875,27787.8125,24955.169921875,27423.9296875,27423.9296875,50730261335,4.58,301.744,103802702.0,1123836.0,102678866.0,BTC-USD
2023-03-18,27448.1171875,27725.953125,26636.26171875,26965.87890625,26965.87890625,35723036817,4.58,301.744,103802702.0,1123836.0,102678866.0,BTC-USD
2023-03-19,26969.50390625,28440.560546875,26907.716796875,28038.67578125,28038.67578125,37769448859,4.58,301.744,103802702.0,1123836.0,102678866.0,BTC-USD
2023-03-20,28041.6015625,28527.724609375,27242.880859375,27767.236328125,27767.236328125,44774027664,4.58,301.744,103802702.0,1123836.0,102678866.0,BTC-USD
2023-03-21,27768.392578125,28439.5625,27439.646484375,28175.81640625,28175.81640625,36102192830,4.58,301.744,103802702.0,1123836.0,102678866.0,BTC-USD
2023-03-22,28158.720703125,28803.3359375,26759.99609375,27307.4375,27307.4375,33382021890,4.58,301.744,103802702.0,1123836.0,102678866.0,BTC-USD
2023-03-23,27301.95703125,28729.84375,27183.36328125,28333.97265625,28333.97265625,24220433689,4.83,301.744,103802702.0,1123836.0,102678866.0,BTC-USD
2023-03-24,28324.111328125,28388.4375,27039.265625,27493.28515625,27493.28515625,25980310960,4.83,301.744,103802702.0,1123836.0,102678866.0,BTC-USD
2023-03-25,27487.337890625,27791.826171875,27196.234375,27494.70703125,27494.70703125,13383005987,4.83,301.744,103802702.0,1123836.0,102678866.0,BTC-USD
2023-03-26,27495.5234375,28178.14453125,27445.046875,27994.330078125,27994.330078125,13878363192,4.83,301.744,103802702.0,1123836.0,102678866.0,BTC-USD
2023-03-27,27994.068359375,28037.92578125,26606.689453125,27139.888671875,27139.888671875,18188895178,4.83,301.744,103802702.0,1123836.0,102678866.0,BTC-USD
2023-03-28,27132.888671875,27460.71875,26677.818359375,27268.130859375,27268.130859375,17783600385,4.83,301.744,103802702.0,1123836.0,102678866.0,BTC-USD
2023-03-29,27267.03125,28619.54296875,27259.662109375,28348.44140625,28348.44140625,20684945906,4.83,301.744,103802702.0,1123836.0,102678866.0,BTC-USD
2023-03-30,28350.140625,29159.90234375,27720.16015625,28033.5625,28033.5625,22435349951,4.83,301.744,103802702.0,1123836.0,102678866.0,BTC-USD
2023-03-31,28032.26171875,28639.896484375,27583.71484375,28478.484375,28478.484375,19001327598,4.83,301.744,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-01,28473.33203125,28802.45703125,28297.171875,28411.03515625,28411.03515625,10876469901,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-02,28462.845703125,28518.958984375,27884.087890625,28199.30859375,28199.30859375,12284641999,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-03,28183.080078125,28475.623046875,27276.720703125,27790.220703125,27790.220703125,19556501327,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-04,27795.2734375,28433.7421875,27681.3046875,28168.08984375,28168.08984375,15284538859,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-05,28169.7265625,28739.23828125,27843.763671875,28177.984375,28177.984375,17052315986,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-06,28175.2265625,28178.384765625,27738.759765625,28044.140625,28044.140625,13837809380,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-07,28038.966796875,28111.59375,27794.03125,27925.859375,27925.859375,10861680497,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-08,27920.513671875,28159.86328125,27883.38671875,27947.794921875,27947.794921875,9373255556,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-09,27952.3671875,28532.830078125,27828.48046875,28333.05078125,28333.05078125,12175322951,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-10,28336.02734375,29771.46484375,28189.271484375,29652.98046875,29652.98046875,19282400094,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-11,29653.6796875,30509.083984375,29609.30078125,30235.05859375,30235.05859375,20121259843,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-12,30231.58203125,30462.48046875,29725.57421875,30139.052734375,30139.052734375,18651929926,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-13,29892.740234375,30539.845703125,29878.623046875,30399.06640625,30399.06640625,17487721001,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-14,30409.5625,31005.607421875,30044.498046875,30485.69921875,30485.69921875,22659995079,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-15,30490.75,30601.740234375,30245.8828125,30318.49609375,30318.49609375,11940685378,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-16,30315.9765625,30555.537109375,30157.83203125,30315.35546875,30315.35546875,12854816417,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-17,30317.146484375,30319.197265625,29275.37109375,29445.044921875,29445.044921875,17872186762,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-18,29449.091796875,30470.302734375,29154.849609375,30397.552734375,30397.552734375,19480529496,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-19,30394.1875,30411.0546875,28669.8984375,28822.6796875,28822.6796875,24571565421,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-20,28823.68359375,29076.400390625,28037.2578125,28245.98828125,28245.98828125,21340360360,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-21,28249.23046875,28349.96875,27177.365234375,27276.91015625,27276.91015625,20759504330,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-22,27265.89453125,27872.142578125,27169.5703125,27817.5,27817.5,13125734602,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-23,27816.14453125,27820.244140625,27400.314453125,27591.384765625,27591.384765625,12785446832,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-24,27591.73046875,27979.982421875,27070.849609375,27525.33984375,27525.33984375,17703288330,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-25,27514.873046875,28371.078125,27207.931640625,28307.59765625,28307.59765625,17733373139,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-26,28300.05859375,29995.837890625,27324.548828125,28422.701171875,28422.701171875,31854242019,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-27,28428.46484375,29871.546875,28402.88671875,29473.787109375,29473.787109375,27153445027,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-28,29481.013671875,29572.791015625,28929.609375,29340.26171875,29340.26171875,17544464887,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-29,29336.56640625,29452.455078125,29088.04296875,29248.48828125,29248.48828125,10662634333,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-04-30,29245.515625,29952.029296875,29114.021484375,29268.806640625,29268.806640625,14652199272,4.83,303.032,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-01,29227.103515625,29329.935546875,27680.79296875,28091.568359375,28091.568359375,18655599976,4.83,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-02,28087.17578125,28881.298828125,27924.123046875,28680.537109375,28680.537109375,16432924527,4.83,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-03,28680.494140625,29259.533203125,28178.388671875,29006.30859375,29006.30859375,19122972518,4.83,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-04,29031.3046875,29353.185546875,28694.0390625,28847.7109375,28847.7109375,15548678514,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-05,28851.48046875,29668.908203125,28845.509765625,29534.384765625,29534.384765625,17936566518,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-06,29538.859375,29820.126953125,28468.966796875,28904.623046875,28904.623046875,15913866714,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-07,28901.623046875,29157.517578125,28441.3671875,28454.978515625,28454.978515625,11301355486,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-08,28450.45703125,28663.271484375,27310.134765625,27694.2734375,27694.2734375,19122903752,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-09,27695.068359375,27821.400390625,27375.6015625,27658.775390625,27658.775390625,14128593256,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-10,27654.63671875,28322.6875,26883.669921875,27621.755859375,27621.755859375,20656025026,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-11,27621.0859375,27621.94140625,26781.826171875,27000.7890625,27000.7890625,16724343943,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-12,26987.662109375,27055.646484375,25878.4296875,26804.990234375,26804.990234375,19313599897,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-13,26807.76953125,27030.482421875,26710.873046875,26784.078125,26784.078125,9999171605,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-14,26788.974609375,27150.9765625,26661.35546875,26930.638671875,26930.638671875,10014858959,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-15,26931.384765625,27646.34765625,26766.09765625,27192.693359375,27192.693359375,14413231792,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-16,27171.513671875,27299.3046875,26878.947265625,27036.650390625,27036.650390625,12732238816,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-17,27035.470703125,27465.927734375,26600.14453125,27398.802734375,27398.802734375,15140006925,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-18,27401.650390625,27466.52734375,26415.1015625,26832.208984375,26832.208984375,15222938600,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-19,26826.75390625,27128.619140625,26700.2109375,26890.12890625,26890.12890625,11258983301,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-20,26888.841796875,27155.158203125,26843.27734375,27129.5859375,27129.5859375,7044911360,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-21,27118.423828125,27265.91796875,26706.921875,26753.826171875,26753.826171875,8647416921,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-22,26749.892578125,27045.734375,26549.734375,26851.27734375,26851.27734375,11056770492,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-23,26855.9609375,27434.68359375,26816.1796875,27225.7265625,27225.7265625,13697203143,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-24,27224.603515625,27224.603515625,26106.576171875,26334.818359375,26334.818359375,16299104428,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-25,26329.4609375,26591.51953125,25890.59375,26476.20703125,26476.20703125,13851122697,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-26,26474.181640625,26916.669921875,26343.94921875,26719.291015625,26719.291015625,12711619225,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-27,26720.181640625,26888.8828125,26621.140625,26868.353515625,26868.353515625,7892015141,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-28,26871.158203125,28193.44921875,26802.751953125,28085.646484375,28085.646484375,14545229578,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-29,28075.591796875,28432.0390625,27563.876953125,27745.884765625,27745.884765625,15181308984,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-30,27745.123046875,28044.759765625,27588.501953125,27702.349609375,27702.349609375,13251081851,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-05-31,27700.529296875,27831.677734375,26866.453125,27219.658203125,27219.658203125,15656371534,5.08,303.365,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-01,27218.412109375,27346.10546875,26671.720703125,26819.97265625,26819.97265625,14678970415,5.08,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-02,26824.556640625,27303.861328125,26574.64453125,27249.58984375,27249.58984375,14837415000,5.08,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-03,27252.32421875,27317.052734375,26958.00390625,27075.12890625,27075.12890625,8385597470,5.08,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-04,27075.123046875,27407.01953125,26968.224609375,27119.06640625,27119.06640625,9360912318,5.08,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-05,27123.109375,27129.982421875,25445.16796875,25760.09765625,25760.09765625,21513292646,5.08,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-06,25732.109375,27313.8203125,25434.8671875,27238.783203125,27238.783203125,21929670693,5.08,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-07,27235.650390625,27332.181640625,26146.98828125,26345.998046875,26345.998046875,19530045082,5.08,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-08,26347.654296875,26797.513671875,26246.6640625,26508.216796875,26508.216796875,11904824295,5.08,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-09,26505.923828125,26770.2890625,26339.314453125,26480.375,26480.375,11015551640,5.08,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-10,26481.76171875,26531.044921875,25501.8359375,25851.240234375,25851.240234375,19872933189,5.08,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-11,25854.03125,26203.439453125,25668.986328125,25940.16796875,25940.16796875,10732609603,5.08,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-12,25934.28515625,26087.919921875,25675.197265625,25902.5,25902.5,11677889997,5.08,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-13,25902.94140625,26376.3515625,25728.365234375,25918.728515625,25918.728515625,14143474486,5.08,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-14,25920.2578125,26041.80078125,24902.15234375,25124.67578125,25124.67578125,14265717766,5.08,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-15,25121.673828125,25735.30859375,24797.16796875,25576.39453125,25576.39453125,15837384409,5.07,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-16,25575.283203125,26463.173828125,25245.357421875,26327.462890625,26327.462890625,16324646965,5.08,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-17,26328.6796875,26769.39453125,26174.4921875,26510.67578125,26510.67578125,11090276850,5.08,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-18,26510.45703125,26675.92578125,26325.890625,26336.212890625,26336.212890625,9565695129,5.08,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-19,26335.44140625,26984.611328125,26312.83203125,26851.029296875,26851.029296875,12826986222,5.08,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-20,26841.6640625,28388.96875,26668.791015625,28327.48828125,28327.48828125,22211859147,5.07,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-21,28311.310546875,30737.330078125,28283.41015625,30027.296875,30027.296875,33346760979,5.07,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-22,29995.935546875,30495.998046875,29679.158203125,29912.28125,29912.28125,20653160491,5.07,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-23,29896.3828125,31389.5390625,29845.21484375,30695.46875,30695.46875,24115570085,5.07,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-24,30708.73828125,30804.1484375,30290.146484375,30548.6953125,30548.6953125,12147822496,5.07,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-25,30545.150390625,31041.271484375,30327.943359375,30480.26171875,30480.26171875,12703464114,5.07,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-26,30480.5234375,30636.029296875,29955.744140625,30271.130859375,30271.130859375,16493186997,5.07,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-27,30274.3203125,31006.787109375,30236.650390625,30688.1640625,30688.1640625,16428827944,5.07,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-28,30696.560546875,30703.279296875,29921.822265625,30086.24609375,30086.24609375,14571500779,5.07,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-29,30086.1875,30796.25,30057.203125,30445.3515625,30445.3515625,13180860821,5.07,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-06-30,30441.353515625,31256.86328125,29600.275390625,30477.251953125,30477.251953125,26387306197,5.08,304.003,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-01,30471.84765625,30641.2890625,30328.865234375,30590.078125,30590.078125,9086606733,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-02,30587.26953125,30766.140625,30264.01953125,30620.76953125,30620.76953125,10533418042,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-03,30624.515625,31375.61328125,30586.513671875,31156.439453125,31156.439453125,15271884873,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-04,31156.865234375,31325.197265625,30659.35546875,30777.58203125,30777.58203125,12810828427,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-05,30778.724609375,30877.330078125,30225.61328125,30514.166015625,30514.166015625,12481622280,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-06,30507.150390625,31460.052734375,29892.2265625,29909.337890625,29909.337890625,21129219509,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-07,29907.998046875,30434.64453125,29777.28515625,30342.265625,30342.265625,13384770155,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-08,30346.921875,30374.4375,30080.16015625,30292.541015625,30292.541015625,7509378699,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-09,30291.611328125,30427.58984375,30085.591796875,30171.234375,30171.234375,7903327692,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-10,30172.423828125,31026.083984375,29985.39453125,30414.470703125,30414.470703125,14828209155,5.07,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-11,30417.6328125,30788.314453125,30358.09765625,30620.951171875,30620.951171875,12151839152,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-12,30622.24609375,30959.96484375,30228.8359375,30391.646484375,30391.646484375,14805659717,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-13,30387.48828125,31814.515625,30268.3515625,31476.048828125,31476.048828125,23686079548,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-14,31474.720703125,31582.25390625,29966.38671875,30334.068359375,30334.068359375,20917902660,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-15,30331.783203125,30407.78125,30263.462890625,30295.806640625,30295.806640625,8011667756,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-16,30297.47265625,30437.560546875,30089.669921875,30249.1328125,30249.1328125,8516564470,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-17,30249.626953125,30336.400390625,29685.783203125,30145.888671875,30145.888671875,13240156074,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-18,30147.0703125,30233.65625,29556.427734375,29856.5625,29856.5625,13138897269,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-19,29862.046875,30184.181640625,29794.26953125,29913.923828125,29913.923828125,12128602812,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-20,29915.25,30195.53125,29638.095703125,29792.015625,29792.015625,14655207121,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-21,29805.111328125,30045.998046875,29733.8515625,29908.744140625,29908.744140625,10972789818,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-22,29908.697265625,29991.615234375,29664.12109375,29771.802734375,29771.802734375,7873300598,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-23,29790.111328125,30330.640625,29741.52734375,30084.5390625,30084.5390625,9220145050,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-24,30081.662109375,30093.39453125,28934.294921875,29176.916015625,29176.916015625,15395817395,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-25,29178.970703125,29353.16015625,29062.43359375,29227.390625,29227.390625,10266772793,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-26,29225.759765625,29675.552734375,29113.912109375,29354.97265625,29354.97265625,13497554655,5.08,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-27,29353.798828125,29560.966796875,29099.3515625,29210.689453125,29210.689453125,10770779217,5.33,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-28,29212.1640625,29521.513671875,29125.845703125,29319.24609375,29319.24609375,11218474952,5.33,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-29,29319.4453125,29396.84375,29264.166015625,29356.91796875,29356.91796875,6481775959,5.33,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-30,29357.09375,29443.169921875,29059.501953125,29275.30859375,29275.30859375,8678454527,5.33,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-07-31,29278.314453125,29489.873046875,29131.578125,29230.111328125,29230.111328125,11656781982,5.33,304.628,103802702.0,1123836.0,102678866.0,BTC-USD
2023-08-01,29230.873046875,29675.732421875,28657.0234375,29675.732421875,29675.732421875,18272392391,5.33,306.187,103802702.0,1123836.0,102678866.0,BTC-USD
2023-08-02,29704.146484375,29987.998046875,28946.509765625,29151.958984375,29151.958984375,19212655598,5.33,306.187,103802702.0,1123836.0,102678866.0,BTC-USD
2023-08-03,29161.8125,29375.70703125,28959.48828125,29178.6796875,29178.6796875,12780357746,5.33,306.187,103802702.0,1123836.0,102678866.0,BTC-USD
2023-08-04,29174.3828125,29302.078125,28885.3359375,29074.091796875,29074.091796875,12036639988,5.33,306.187,103802702.0,1123836.0,102678866.0,BTC-USD
2023-08-05,29075.388671875,29102.46484375,28957.796875,29042.126953125,29042.126953125,6598366353,5.33,306.187,103802702.0,1123836.0,102678866.0,BTC-USD
2023-08-06,29043.701171875,29160.822265625,28963.833984375,29041.85546875,29041.85546875,7269806994,5.33,306.187,103802702.0,1123836.0,102678866.0,BTC-USD
2023-08-07,29038.513671875,29244.28125,28724.140625,29180.578125,29180.578125,13618163710,5.33,306.187,103802702.0,1123836.0,102678866.0,BTC-USD
2023-08-08,29180.01953125,30176.796875,29113.814453125,29765.4921875,29765.4921875,17570561357,5.33,306.187,103802702.0,1123836.0,102678866.0,BTC-USD
2023-08-09,29766.6953125,30093.435546875,29376.80078125,29561.494140625,29561.494140625,18379521213,5.33,306.187,103802702.0,1123836.0,102678866.0,BTC-USD
2023-08-10,29563.97265625,29688.564453125,29354.447265625,29429.591796875,29429.591796875,11865344789,5.33,306.187,103802702.0,1123836.0,102678866.0,BTC-USD
2023-08-11,29424.90234375,29517.7734375,29253.517578125,29397.71484375,29397.71484375,10195168197,5.33,306.187,103802702.0,1123836.0,102678866.0,BTC-USD
2023-08-12,29399.787109375,29465.11328125,29357.587890625,29415.96484375,29415.96484375,6194358008,5.33,306.187,103802702.0,1123836.0,102678866.0,BTC-USD
2023-08-13,29416.59375,29441.43359375,29265.806640625,29282.9140625,29282.9140625,7329897180,5.33,306.187,103802702.0,1123836.0,102678866.0,BTC-USD
2023-08-14,29283.263671875,29660.25390625,29124.10546875,29408.443359375,29408.443359375,14013695304,5.33,306.187,103802702.0,1123836.0,102678866.0,BTC-USD
2023-08-15,29408.048828125,29439.12109375,29088.853515625,29170.34765625,29170.34765625,12640195779,5.33,306.187,103802702.0,1123836.0,102678866.0,BTC-USD
2023-08-16,29169.07421875,29221.9765625,28701.779296875,28701.779296875,28701.779296875,14949271904,5.33,306.187,103802702.0,1123836.0,102678866.0,BTC-USD
2023-08-17,28699.802734375,28745.947265625,25409.111328125,26664.55078125,26664.55078125,31120851211,5.33,306.187,103802702.0,1123836.0,102678866.0,BTC-USD
2023-08-18,26636.078125,26808.1953125,25668.921875,26049.556640625,26049.556640625,24026236529,5.33,306.187,103802702.0,1123836.0,102678866.0,BTC-USD
